name,main_topic_7,main_topic_30,main_topic_90,words_topic_7,words_topic_30,words_topic_90
CarolBurnett,6,9,6,"['oppenheimer', 'weapon', 'teller', 'robert', 'science', 'soviet', 'russian', 'student', 'hydrogen', 'term', 'edward', 'berkeley', 'committee', 'president', 'inaudible', 'communist', 'example', 'french', 'party', 'fuchs']","['santa', 'fe', 'dorothy', 'hotel', 'mexico', 'bus', 'brother', 'la', 'wonderful', 'fonda', 'oppenheimer', 'mckibbin', 'community', 'indian', 'barrack', 'hill', 'road', 'town', 'east', 'palace']","['weapon', 'division', 'medical', 'national', 'technology', 'neutron', 'power', 'museum', 'dr', 'commission', 'mass', 'radiation', 'tennessee', 'union', 'source', 'president', 'training', 'changed', 'public', 'hospital']"
Caroline,1,13,60,"['father', 'mother', 'child', 'santa', 'married', 'fe', 'town', 'dad', 'girl', 'brother', 'kid', 'husband', 'bus', 'road', 'barrack', 'wonderful', 'camp', 'hall', 'sister', 'hill']","['father', 'mother', 'child', 'dad', 'kid', 'sister', 'parent', 'husband', 'married', 'teacher', 'student', 'died', 'brother', 'son', 'york', 'class', 'grade', 'grandfather', 'wonderful', 'hospital']","['river', 'fish', 'orchard', 'farm', 'teacher', 'child', 'mountain', 'kid', 'land', 'white', 'service', 'root', 'teaching', 'move', 'ed', 'indian', 'animal', 'brother', 'teach', 'baby']"
CarolineKennedy,1,1,90,"['father', 'mother', 'child', 'santa', 'married', 'fe', 'town', 'dad', 'girl', 'brother', 'kid', 'husband', 'bus', 'road', 'barrack', 'wonderful', 'camp', 'hall', 'sister', 'hill']","['child', 'father', 'husband', 'mother', 'santa', 'indian', 'town', 'fe', 'wonderful', 'robert', 'hospital', 'brother', 'doctor', 'dr', 'camp', 'radiation', 'died', 'happy', 'mexico', 'married']","['japanese', 'japan', 'hiroshima', 'surrender', 'truman', 'president', 'decision', 'emperor', 'weapon', 'camp', 'survivor', 'peace', 'nagasaki', 'bombing', '1945', 'grandfather', '000', 'ii', 'prisoner', 'thousand']"
Carolyn,1,13,13,"['father', 'mother', 'child', 'santa', 'married', 'fe', 'town', 'dad', 'girl', 'brother', 'kid', 'husband', 'bus', 'road', 'barrack', 'wonderful', 'camp', 'hall', 'sister', 'hill']","['father', 'mother', 'child', 'dad', 'kid', 'sister', 'parent', 'husband', 'married', 'teacher', 'student', 'died', 'brother', 'son', 'york', 'class', 'grade', 'grandfather', 'wonderful', 'hospital']","['father', 'mother', 'child', 'dad', 'sister', 'parent', 'married', 'kid', 'husband', 'wonderful', 'brother', 'died', 'son', 'grade', 'teacher', 'loved', 'hospital', 'student', 'oppenheimer', 'girl']"
CarolynBeatriceParker,3,2,87,"['fermi', 'szilard', 'reactor', 'chemistry', 'plutonium', 'student', 'wigner', 'experiment', 'pile', 'reaction', 'science', 'professor', 'neutron', 'chain', 'enrico', 'graduate', 'hanford', 'dupont', 'dr', 'chemist']","['metal', 'plutonium', 'temperature', 'steel', 'form', 'powder', 'graphite', 'assembly', 'alpha', 'oxide', 'inch', 'metallurgy', 'gram', 'heat', 'pure', 'alloy', 'copper', 'core', 'essentially', 'operation']","['teller', 'refugee', 'jew', 'plutonium', 'helium', 'edward', '000', '3', 'science', 'explosion', 'neutron', 'explosive', 'weapon', 'jewish', 'proton', 'temperature', 'camp', 'germany', 'begin', 'low']"
CarolynFisher,1,13,13,"['father', 'mother', 'child', 'santa', 'married', 'fe', 'town', 'dad', 'girl', 'brother', 'kid', 'husband', 'bus', 'road', 'barrack', 'wonderful', 'camp', 'hall', 'sister', 'hill']","['father', 'mother', 'child', 'dad', 'kid', 'sister', 'parent', 'husband', 'married', 'teacher', 'student', 'died', 'brother', 'son', 'york', 'class', 'grade', 'grandfather', 'wonderful', 'hospital']","['father', 'mother', 'child', 'dad', 'sister', 'parent', 'married', 'kid', 'husband', 'wonderful', 'brother', 'died', 'son', 'grade', 'teacher', 'loved', 'hospital', 'student', 'oppenheimer', 'girl']"
CarolynStelzman,2,27,77,"['grove', 'barrier', 'engineering', 'equipment', 'diffusion', 'metal', 'operation', 'president', 'nichols', 'design', 'committee', 'decision', 'construction', 'york', 'dupont', 'keith', 'lawrence', 'chemical', 'columbia', 'colonel']","['girl', 'bus', 'married', 'road', 'food', 'dance', 'badge', 'forth', 'hill', 'hall', 'valley', 'civilian', 'happy', 'santa', 'guard', 'laughter', 'train', 'service', 'mother', 'truck']","['eastman', 'dormitory', 'tennessee', 'knoxville', 'hotel', 'train', 'empire', 'alabama', 'cafeteria', 'unit', 'street', 'l', 'operate', 'walked', 'n', 'mr', 'suit', 'white', 'avenue', 'central']"
Carpenter,4,23,64,"['hanford', 'richland', 'river', 'dupont', 'waste', 'construction', '000', 'reactor', 'land', 'pasco', 'town', 'tank', 'columbia', '00', 'study', 'worker', 'report', 'cleanup', 'camp', 'law']","['hanford', 'barrack', '00', 'construction', 'richland', 'camp', 'b', 'hall', 'pasco', 'church', 'white', 'bluff', 'yakima', 'dupont', 'town', 'trailer', 'suppose', 'river', 'fellow', 'operation']","['hanford', 'barrack', 'dupont', 'hall', 'reactor', 'richland', 'town', 'camp', 'construction', 'b', 'ship', 'operation', 'tank', 'operator', 'gas', 'shift', 'check', 'yakima', 'clock', 'train']"
Carr,3,27,27,"['fermi', 'szilard', 'reactor', 'chemistry', 'plutonium', 'student', 'wigner', 'experiment', 'pile', 'reaction', 'science', 'professor', 'neutron', 'chain', 'enrico', 'graduate', 'hanford', 'dupont', 'dr', 'chemist']","['girl', 'bus', 'married', 'road', 'food', 'dance', 'badge', 'forth', 'hill', 'hall', 'valley', 'civilian', 'happy', 'santa', 'guard', 'laughter', 'train', 'service', 'mother', 'truck']","['girl', 'food', 'bus', 'married', 'suppose', 'dance', 'village', 'valley', 'road', 'apparatus', 'dad', 'child', 'happy', '1947', 'ration', 'factory', 'wedding', 'laughter', 'laugh', 'hall']"
CarrKindman,3,5,20,"['fermi', 'szilard', 'reactor', 'chemistry', 'plutonium', 'student', 'wigner', 'experiment', 'pile', 'reaction', 'science', 'professor', 'neutron', 'chain', 'enrico', 'graduate', 'hanford', 'dupont', 'dr', 'chemist']","['radiation', 'plutonium', 'radioactive', 'reactor', 'neutron', 'element', 'cancer', 'study', 'isotope', 'health', 'ray', 'hanford', 'facility', 'iodine', 'cell', 'body', 'power', 'sample', 'science', 'national']","['conant', 'bush', 'oppie', 'scout', 'grove', 'trinity', 'president', 'harvard', 'son', 'denver', 'chemistry', 'yield', 'british', 'hospital', 'guard', 'camp', 'fermi', 'technical', 'student', 'navy']"
Carrara,1,13,13,"['father', 'mother', 'child', 'santa', 'married', 'fe', 'town', 'dad', 'girl', 'brother', 'kid', 'husband', 'bus', 'road', 'barrack', 'wonderful', 'camp', 'hall', 'sister', 'hill']","['father', 'mother', 'child', 'dad', 'kid', 'sister', 'parent', 'husband', 'married', 'teacher', 'student', 'died', 'brother', 'son', 'york', 'class', 'grade', 'grandfather', 'wonderful', 'hospital']","['father', 'mother', 'child', 'dad', 'sister', 'parent', 'married', 'kid', 'husband', 'wonderful', 'brother', 'died', 'son', 'grade', 'teacher', 'loved', 'hospital', 'student', 'oppenheimer', 'girl']"
CarrollH.,2,16,30,"['grove', 'barrier', 'engineering', 'equipment', 'diffusion', 'metal', 'operation', 'president', 'nichols', 'design', 'committee', 'decision', 'construction', 'york', 'dupont', 'keith', 'lawrence', 'chemical', 'columbia', 'colonel']","['grove', 'engineering', 'dupont', 'nichols', 'colonel', 'district', 'committee', 'president', 'barrier', 'keith', 'construction', 'mr', 'officer', 'decision', 'design', 'york', '000', 'operation', 'diffusion', 'organization']","['cambridge', 'fuchs', 'york', 'england', 'fission', 'neutron', 'oppenheimer', 'dupont', 'japan', 'hanford', 'train', 'theoretical', 'peierls', 'suppose', 'recall', 'britain', 'east', 'frisch', 'feynman', 'contact']"
CarrollTyler,7,8,44,"['japanese', 'japan', 'mission', 'plane', 'weapon', 'hiroshima', 'force', 'german', 'nagasaki', 'grove', 'dropped', 'crew', '000', 'b', 'airplane', 'ship', 'bombing', 'truman', 'island', 'germany']","['plutonium', 'ship', 'oppenheimer', 'grove', 'laughter', 'trinity', 'chemistry', 'civilian', 'radioactive', 'officer', 'fellow', 'instrument', 'gun', 'explosive', 'dropped', 'leader', 'experiment', 'barrack', 'york', 'division']","['barrack', 'civilian', 'officer', 'forth', 'town', 'service', 'santa', 'fe', 'training', 'gi', 'sergeant', 'wac', 'tech', 'personnel', 'detachment', 'assigned', 'unit', 'various', 'trinity', 'post']"
CarsonMark,6,6,65,"['oppenheimer', 'weapon', 'teller', 'robert', 'science', 'soviet', 'russian', 'student', 'hydrogen', 'term', 'edward', 'berkeley', 'committee', 'president', 'inaudible', 'communist', 'example', 'french', 'party', 'fuchs']","['weapon', 'teller', 'hydrogen', 'oppenheimer', 'russian', 'soviet', 'fission', 'committee', 'edward', 'thermonuclear', 'design', 'explosive', 'shot', 'neutron', 'yield', 'force', 'plutonium', 'division', 'explosion', 'radiation']","['oppenheimer', 'teller', 'weapon', 'hydrogen', 'russian', 'edward', 'committee', 'bethe', 'fission', 'implosion', 'thermonuclear', 'force', 'shot', 'ulam', 'radiation', 'calculation', 'design', 'clear', 'soviet', 'oppie']"
Carter,5,5,1,"['reactor', 'plutonium', 'radiation', 'fuel', 'power', 'hanford', 'design', 'neutron', 'element', 'chemical', 'facility', 'dupont', 'system', 'tube', 'radioactive', 'operation', 'separation', 'level', 'engineering', 'rod']","['radiation', 'plutonium', 'radioactive', 'reactor', 'neutron', 'element', 'cancer', 'study', 'isotope', 'health', 'ray', 'hanford', 'facility', 'iodine', 'cell', 'body', 'power', 'sample', 'science', 'national']","['mother', 'happy', 'father', 'child', 'indian', 'husband', 'laughter', 'brother', 'tennis', 'colonel', 'santa', 'radiation', 'town', 'married', 'white', 'officer', 'cell', 'blood', 'dr', 'sister']"
Carver,1,8,85,"['father', 'mother', 'child', 'santa', 'married', 'fe', 'town', 'dad', 'girl', 'brother', 'kid', 'husband', 'bus', 'road', 'barrack', 'wonderful', 'camp', 'hall', 'sister', 'hill']","['plutonium', 'ship', 'oppenheimer', 'grove', 'laughter', 'trinity', 'chemistry', 'civilian', 'radioactive', 'officer', 'fellow', 'instrument', 'gun', 'explosive', 'dropped', 'leader', 'experiment', 'barrack', 'york', 'division']","['unit', 'lunch', 'hall', 'mess', 'chemistry', 'box', 'ohio', 'summer', 'record', 'civilian', 'food', 'meat', 'division', 'bus', 'mother', 'radiation', 'girl', 'egg', 'forget', 'seven']"
Casey,1,13,13,"['father', 'mother', 'child', 'santa', 'married', 'fe', 'town', 'dad', 'girl', 'brother', 'kid', 'husband', 'bus', 'road', 'barrack', 'wonderful', 'camp', 'hall', 'sister', 'hill']","['father', 'mother', 'child', 'dad', 'kid', 'sister', 'parent', 'husband', 'married', 'teacher', 'student', 'died', 'brother', 'son', 'york', 'class', 'grade', 'grandfather', 'wonderful', 'hospital']","['father', 'mother', 'child', 'dad', 'sister', 'parent', 'married', 'kid', 'husband', 'wonderful', 'brother', 'died', 'son', 'grade', 'teacher', 'loved', 'hospital', 'student', 'oppenheimer', 'girl']"
CaseyRuud,2,16,86,"['grove', 'barrier', 'engineering', 'equipment', 'diffusion', 'metal', 'operation', 'president', 'nichols', 'design', 'committee', 'decision', 'construction', 'york', 'dupont', 'keith', 'lawrence', 'chemical', 'columbia', 'colonel']","['grove', 'engineering', 'dupont', 'nichols', 'colonel', 'district', 'committee', 'president', 'barrier', 'keith', 'construction', 'mr', 'officer', 'decision', 'design', 'york', '000', 'operation', 'diffusion', 'organization']","['barrier', 'grove', 'reactor', 'columbia', 'dunning', 'kellex', 'carbide', 'mr', 'fellow', 'nickel', 'keith', 'urey', 'york', 'diffusion', 'c', 'baker', 'plastic', 'power', 'graphite', 'production']"
CastleBravo,6,6,65,"['oppenheimer', 'weapon', 'teller', 'robert', 'science', 'soviet', 'russian', 'student', 'hydrogen', 'term', 'edward', 'berkeley', 'committee', 'president', 'inaudible', 'communist', 'example', 'french', 'party', 'fuchs']","['weapon', 'teller', 'hydrogen', 'oppenheimer', 'russian', 'soviet', 'fission', 'committee', 'edward', 'thermonuclear', 'design', 'explosive', 'shot', 'neutron', 'yield', 'force', 'plutonium', 'division', 'explosion', 'radiation']","['oppenheimer', 'teller', 'weapon', 'hydrogen', 'russian', 'edward', 'committee', 'bethe', 'fission', 'implosion', 'thermonuclear', 'force', 'shot', 'ulam', 'radiation', 'calculation', 'design', 'clear', 'soviet', 'oppie']"
CathGoode,7,7,70,"['japanese', 'japan', 'mission', 'plane', 'weapon', 'hiroshima', 'force', 'german', 'nagasaki', 'grove', 'dropped', 'crew', '000', 'b', 'airplane', 'ship', 'bombing', 'truman', 'island', 'germany']","['japanese', 'japan', 'weapon', 'hiroshima', 'truman', 'grove', 'soviet', 'surrender', 'nagasaki', '1945', 'decision', 'marshall', 'bombing', 'atom', 'invasion', '000', 'plutonium', 'emperor', 'germany', 'force']","['grove', 'district', 'nichols', '000', 'dupont', 'hanford', 'colonel', 'marshall', '00', 'bush', 'officer', 'construction', 'chief', 'west', 'corp', 'report', 'lawrence', '1', 'river', 'uniform']"
CatherineCesarsky,6,13,27,"['oppenheimer', 'weapon', 'teller', 'robert', 'science', 'soviet', 'russian', 'student', 'hydrogen', 'term', 'edward', 'berkeley', 'committee', 'president', 'inaudible', 'communist', 'example', 'french', 'party', 'fuchs']","['father', 'mother', 'child', 'dad', 'kid', 'sister', 'parent', 'husband', 'married', 'teacher', 'student', 'died', 'brother', 'son', 'york', 'class', 'grade', 'grandfather', 'wonderful', 'hospital']","['girl', 'food', 'bus', 'married', 'suppose', 'dance', 'village', 'valley', 'road', 'apparatus', 'dad', 'child', 'happy', '1947', 'ration', 'factory', 'wedding', 'laughter', 'laugh', 'hall']"
CathyDvorak,1,13,13,"['father', 'mother', 'child', 'santa', 'married', 'fe', 'town', 'dad', 'girl', 'brother', 'kid', 'husband', 'bus', 'road', 'barrack', 'wonderful', 'camp', 'hall', 'sister', 'hill']","['father', 'mother', 'child', 'dad', 'kid', 'sister', 'parent', 'husband', 'married', 'teacher', 'student', 'died', 'brother', 'son', 'york', 'class', 'grade', 'grandfather', 'wonderful', 'hospital']","['father', 'mother', 'child', 'dad', 'sister', 'parent', 'married', 'kid', 'husband', 'wonderful', 'brother', 'died', 'son', 'grade', 'teacher', 'loved', 'hospital', 'student', 'oppenheimer', 'girl']"
CeceliaDorothyKlemski,1,9,54,"['father', 'mother', 'child', 'santa', 'married', 'fe', 'town', 'dad', 'girl', 'brother', 'kid', 'husband', 'bus', 'road', 'barrack', 'wonderful', 'camp', 'hall', 'sister', 'hill']","['santa', 'fe', 'dorothy', 'hotel', 'mexico', 'bus', 'brother', 'la', 'wonderful', 'fonda', 'oppenheimer', 'mckibbin', 'community', 'indian', 'barrack', 'hill', 'road', 'town', 'east', 'palace']","['oppenheimer', 'dorothy', 'black', 'student', 'fe', 'santa', 'j', 'science', 'famous', 'east', 'graduate', 'town', 'someone', 'hill', 'mckibbin', 'palace', 'finished', 'white', 'class', 'eventually']"
CecilKelley,5,5,5,"['reactor', 'plutonium', 'radiation', 'fuel', 'power', 'hanford', 'design', 'neutron', 'element', 'chemical', 'facility', 'dupont', 'system', 'tube', 'radioactive', 'operation', 'separation', 'level', 'engineering', 'rod']","['radiation', 'plutonium', 'radioactive', 'reactor', 'neutron', 'element', 'cancer', 'study', 'isotope', 'health', 'ray', 'hanford', 'facility', 'iodine', 'cell', 'body', 'power', 'sample', 'science', 'national']","['plutonium', 'element', 'reactor', 'chemistry', 'solution', 'radiation', 'chemical', 'gas', 'hanford', 'radioactive', 'seaborg', 'inch', 'release', 'sample', 'acid', 'foot', 'stop', 'facility', 'operation', 'control']"
CecilWirth,3,10,13,"['fermi', 'szilard', 'reactor', 'chemistry', 'plutonium', 'student', 'wigner', 'experiment', 'pile', 'reaction', 'science', 'professor', 'neutron', 'chain', 'enrico', 'graduate', 'hanford', 'dupont', 'dr', 'chemist']","['chemistry', 'barrier', 'berkeley', 'plutonium', 'columbia', 'chemist', 'lawrence', 'heavy', 'chemical', 'father', 'separation', 'cyclotron', 'method', 'experiment', 'fermi', 'dunning', 'urey', 'science', 'kellex', 'pressure']","['father', 'mother', 'child', 'dad', 'sister', 'parent', 'married', 'kid', 'husband', 'wonderful', 'brother', 'died', 'son', 'grade', 'teacher', 'loved', 'hospital', 'student', 'oppenheimer', 'girl']"
Chalmers,2,18,29,"['grove', 'barrier', 'engineering', 'equipment', 'diffusion', 'metal', 'operation', 'president', 'nichols', 'design', 'committee', 'decision', 'construction', 'york', 'dupont', 'keith', 'lawrence', 'chemical', 'columbia', 'colonel']","['12', 'k', '25', 'town', 'tennessee', '235', 'equipment', 'diffusion', 'engineering', 'training', 'ground', 'grove', '000', 'bus', 'system', 'camera', 'reactor', 'operation', 'tank', 'ship']","['alpha', 'beta', 'magnet', 'reactor', 'vacuum', 'beam', 'system', 'power', '000', 'element', 'fuel', 'track', 'unit', 'copper', 'magnetic', 'enriched', 'phase', 'silver', 'gas', 'pressure']"
ChampCarry,1,8,8,"['father', 'mother', 'child', 'santa', 'married', 'fe', 'town', 'dad', 'girl', 'brother', 'kid', 'husband', 'bus', 'road', 'barrack', 'wonderful', 'camp', 'hall', 'sister', 'hill']","['plutonium', 'ship', 'oppenheimer', 'grove', 'laughter', 'trinity', 'chemistry', 'civilian', 'radioactive', 'officer', 'fellow', 'instrument', 'gun', 'explosive', 'dropped', 'leader', 'experiment', 'barrack', 'york', 'division']","['instrument', 'oppenheimer', 'grove', 'dr', 'laughter', 'hundred', 'corp', 'firm', 'leader', 'carbon', 'industry', 'chemical', 'developed', 'dollar', 'section', 'officer', 'radioactive', 'father', 'learned', 'sold']"
Champaign-Urbana,1,13,13,"['father', 'mother', 'child', 'santa', 'married', 'fe', 'town', 'dad', 'girl', 'brother', 'kid', 'husband', 'bus', 'road', 'barrack', 'wonderful', 'camp', 'hall', 'sister', 'hill']","['father', 'mother', 'child', 'dad', 'kid', 'sister', 'parent', 'husband', 'married', 'teacher', 'student', 'died', 'brother', 'son', 'york', 'class', 'grade', 'grandfather', 'wonderful', 'hospital']","['father', 'mother', 'child', 'dad', 'sister', 'parent', 'married', 'kid', 'husband', 'wonderful', 'brother', 'died', 'son', 'grade', 'teacher', 'loved', 'hospital', 'student', 'oppenheimer', 'girl']"
ChapinHall,3,10,73,"['fermi', 'szilard', 'reactor', 'chemistry', 'plutonium', 'student', 'wigner', 'experiment', 'pile', 'reaction', 'science', 'professor', 'neutron', 'chain', 'enrico', 'graduate', 'hanford', 'dupont', 'dr', 'chemist']","['chemistry', 'barrier', 'berkeley', 'plutonium', 'columbia', 'chemist', 'lawrence', 'heavy', 'chemical', 'father', 'separation', 'cyclotron', 'method', 'experiment', 'fermi', 'dunning', 'urey', 'science', 'kellex', 'pressure']","['fermi', 'pile', 'experiment', 'compton', 'student', 'science', 'graphite', 'enrico', 'member', 'stand', 'reaction', 'anderson', 'campus', 'theoretical', 'oppenheimer', 'discussion', 'faculty', 'neutron', 'experimental', 'professor']"
